Log Folder Path;~/Desktop/0820/logs/2025-08-19_06-33-40-0x1810862220011C/archive_20250819_071852;
RestoreOS: Restore: init_gigalocker;1.5529;
RestoreOS: Restore: init_permanent_update_volume;1.4993;
RestoreOS: Restore: mount_filesystem;2.007;
RestoreOS: Restore: restore_system_image;0.0109;
RestoreOS: Restore: write_persistent_files;0.0461;
RestoreOS: Restore: perform_short_prepare;0.008200000000000001;
RestoreOS: Restore: fdr_restore_saved_data;0.0341;
RestoreOS: Restore: write_factory_version_plist;0.013;
RestoreOS: Restore: update_aht;0.1437;
RestoreOS: Restore: fdr_prepare;0.0156;
RestoreOS: Restore: install_stage1_firmware;0.0077;
RestoreOS: Restore: aru_migrate_data;0.0094;
RestoreOS: Restore: await_provisioning_mesa;0.0121;
RestoreOS: Restore: fdr_recover;13.1057;
RestoreOS: Restore: fdr_auto_challenge_claim;0.0092;
RestoreOS: Restore: send_provisioning_info;0.0089;
RestoreOS: Restore: certify_lynx;0.1789;
RestoreOS: Restore: write_0cfg;0.0545;
RestoreOS: Restore: update_veridian;0.6669;
RestoreOS: Restore: update_iBoot;9.3523;
RestoreOS: Restore: update_ean;0.4519;
RestoreOS: Restore: update_stockholm;0.0309;
RestoreOS: Restore: update_rose;0.0171;
RestoreOS: Restore: update_se;0.0208;
RestoreOS: Restore: update_tcon;0.0119;
RestoreOS: Restore: update_appletcon;0.0131;
RestoreOS: Restore: update_orion;0.0156;
RestoreOS: Restore: update_madea;0.0125;
RestoreOS: Restore: update_peppy;0.0111;
RestoreOS: Restore: update_nitrogen;0.013;
RestoreOS: Restore: update_usbc;0.0136;
RestoreOS: Restore: update_centauri;19.3869;
RestoreOS: Restore: await_update_tcon;0.0282;
RestoreOS: Restore: await_update_appletcon;0.0131;
RestoreOS: Restore: await_update_orion;0.0137;
RestoreOS: Restore: await_update_peppy;0.0138;
RestoreOS: Restore: await_update_nitrogen;0.0142;
RestoreOS: Restore: await_update_usbc;0.0118;
RestoreOS: Restore: update_ace3;11.0359;
RestoreOS: Restore: update_usbcretimer;103.2997;
RestoreOS: Restore: update_PFX;0.0694;
RestoreOS: Restore: update_PS190;78.21769999999999;
RestoreOS: Restore: await_update_stockholm;0.0116;
RestoreOS: Restore: await_update_rose;0.0126;
RestoreOS: Restore: await_update_se;0.0134;
RestoreOS: Restore: await_update_update_veridian;0.0131;
RestoreOS: Restore: update_device_firmware;0.037;
RestoreOS: Restore: certify_yonkers;0.0095;
RestoreOS: Restore: aru_pre_seal_tasks;0.0277;
RestoreOS: Restore: dotara_lock;0.0065;
RestoreOS: Restore: update_syscfg;7.8461;
RestoreOS: Restore: submit_provinfo;0.0091;
RestoreOS: Restore: verify_fdr_data;6.9041;
RestoreOS: Restore: update_rose_postseal;0.0726;
RestoreOS: Restore: stage_fdr_ean;0.0482;
RestoreOS: Restore: ensure_fdr_ean;0.0433;
RestoreOS: Restore: update_fdr_ean;1.0323;
RestoreOS: Restore: update_fillmore;0.0118;
RestoreOS: Restore: fdr_verify_sealed_manifest;0.0115;
RestoreOS: Restore: commit_sep_os;4.1232;
RestoreOS: Restore: run_sep_eeprom_test;22.9629;
RestoreOS: Restore: pair_stockholm;0.0094;
RestoreOS: Restore: verify_se_pairing;0.0071;
RestoreOS: Restore: await_system_image_invert_retry;1023.8592;
RestoreOS: Restore: create_protected_filesystems;5.6834;
RestoreOS: Restore: create_volume_group;0.037;
RestoreOS: Restore: reserve_overprov_space;0.009299999999999999;
RestoreOS: Restore: install_regulatory_images;1.0044;
RestoreOS: Restore: read_new_os_build_version;0.0198;
RestoreOS: Restore: install_splat;0.0253;
RestoreOS: Restore: install_root;0.0073;
RestoreOS: Restore: install_overlay_roots;0.1129;
RestoreOS: Restore: install_splat_overlay_roots;0.0149;
RestoreOS: Restore: install_regulatory_images_root;0.0143;
RestoreOS: Restore: install_update_volume_root;0.0115;
RestoreOS: Restore: restored_fixup_system;582.6298;
RestoreOS: Restore: write_ticket;0.0366;
RestoreOS: Restore: fixup_var;0.8277;
RestoreOS: Restore: create_partition_mountpoints;0.0242;
RestoreOS: Restore: factory_restore_marker;0.0116;
RestoreOS: Restore: factory_ucrt;6.201;
RestoreOS: Restore: factory_mac_check_flag;0.0122;
RestoreOS: Restore: aru_post_seal_tasks;0.0211;
RestoreOS: Restore: factory_sad_config;0.0114;
RestoreOS: Restore: create_production_ucrt;0.0116;
RestoreOS: Restore: create_production_dcrt;0.0103;
RestoreOS: Restore: store_device_time;0.0198;
RestoreOS: Restore: attest_restore;37.4248;
RestoreOS: Restore: set_one_time_boot_command;0.0125;
RestoreOS: Restore: set_nvram_variables;0.0275;
RestoreOS: Restore: persistent_boot_args;0.0182;
RestoreOS: Restore: set_tdm;0.007900000000000001;
RestoreOS: Restore: unprovision_mesa;0.0367;
RestoreOS: Restore: fsck_recovery_volume;1.3033;
RestoreOS: Restore: mount_recovery_os_filesystem;0.6633;
RestoreOS: Restore: macos_populate_system_recovery_os;176.2133;
RestoreOS: Restore: restored_install_system_recovery_basesystem_roots;0.0101;
RestoreOS: Restore: preserve_source_boot_objects;33.4515;
RestoreOS: Restore: macos_create_recovery_local_policy;1.0282;
RestoreOS: Restore: generate_default_local_policy;1.8098;
RestoreOS: Restore: populate_preboot_volume;4.6584;
RestoreOS: Restore: populate_isc_preboot_volume;0.7541;
RestoreOS: Restore: populate_paired_recovery_volume;124.7971;
RestoreOS: Restore: install_paired_recovery_basesystem_roots;0.01;
RestoreOS: Restore: bless_system_volume;18.1485;
RestoreOS: Restore: boot_global_signed_centauri;0.0115;
RestoreOS: Restore: set_boot_command;0.008200000000000001;
RestoreOS: Restore: set_bootable;0.014;
RestoreOS: Restore: seal_system_volume;79.31359999999999;
RestoreOS: Restore: create_system_snapshot;3.7654;
RestoreOS: Restore: install_exclaveos_overlay_roots;0.0153;
RestoreOS: Restore: adjust_recovery_mode_output;0.0121;
RestoreOS: Restore: set_autoboot_delay;0.0343;
RestoreOS: Restore: dut_power_settings_handling;0.007;
RestoreOS: Restore: unmount_filesystems;0.07190000000000001;
RestoreOS: Restore: cleanup_boot_command;0.0152;
RestoreOS: Restore: cleanup_recovery_os_volume;0.0069;
RestoreOS: Restore: cleanup_check_result;0.0068;
RestoreOS: Restore: cleanup_send_crash_logs;0.0098;
RestoreOS: Restore: cleanup_send_final_status;0.0586;
RestoreOS: Restore: cleanup_wait_status_received;0.0107;
RestoreOS: Restore: cleanup_write_restore_log;0.0065;
RestoreOS: Restore: cleanup_failure_warning;0.0066;
RestoreOS: Restore: cleanup_post_restore;0.0076;
RestoreOS: Restore: cleanup_release;0.0065;
RestoreOS: Restore: [ASYNC Task]  provision_mesa ;0.014;
RestoreOS: Restore: [ASYNC Task]  restore_system_image ;1275.2754;
RestoreOS: Restore: [ASYNC Task]  update_veridian ;0.0191;
RestoreOS: Restore: [ASYNC Task]  update_stockholm ;0.523;
RestoreOS: Restore: [ASYNC Task]  update_rose ;0.0306;
RestoreOS: Restore: [ASYNC Task]  update_tcon ;0.0188;
RestoreOS: Restore: [ASYNC Task]  update_appletcon ;0.0269;
RestoreOS: Restore: [ASYNC Task]  update_orion ;0.0184;
RestoreOS: Restore: [ASYNC Task]  update_peppy ;0.0169;
RestoreOS: Restore: [ASYNC Task]  update_nitrogen ;0.0158;
RestoreOS: Restore: [ASYNC Task]  update_usbc ;0.0179;
RestoreOS: Restore: [ASYNC Task]  update_se ;3.3671;
