Log Folder Path;~/Desktop/logs/2025-09-08_10-31-12-0x1810862220011C/archive_20250908_111619;
RestoreOS: Restore: fdr_prepare;0.0158;
RestoreOS: Restore: install_stage1_firmware;0.0078;
RestoreOS: Restore: aru_migrate_data;0.009299999999999999;
RestoreOS: Restore: await_provisioning_mesa;0.012;
RestoreOS: Restore: fdr_recover;13.0515;
RestoreOS: Restore: fdr_auto_challenge_claim;0.0092;
RestoreOS: Restore: send_provisioning_info;0.0107;
RestoreOS: Restore: certify_lynx;0.175;
RestoreOS: Restore: write_0cfg;0.0572;
RestoreOS: Restore: update_veridian;0.6857;
RestoreOS: Restore: update_iBoot;10.4752;
RestoreOS: Restore: update_ean;0.4813;
RestoreOS: Restore: update_stockholm;0.0293;
RestoreOS: Restore: update_rose;0.0195;
RestoreOS: Restore: update_se;0.0214;
RestoreOS: Restore: update_tcon;0.0114;
RestoreOS: Restore: update_appletcon;0.0113;
RestoreOS: Restore: update_orion;0.016;
RestoreOS: Restore: update_madea;0.0126;
RestoreOS: Restore: update_peppy;0.0112;
RestoreOS: Restore: update_nitrogen;0.0116;
RestoreOS: Restore: update_usbc;0.0103;
RestoreOS: Restore: update_centauri;19.4145;
RestoreOS: Restore: await_update_tcon;0.0293;
RestoreOS: Restore: await_update_appletcon;0.0111;
RestoreOS: Restore: await_update_orion;0.0112;
RestoreOS: Restore: await_update_peppy;0.0133;
RestoreOS: Restore: await_update_nitrogen;0.0118;
RestoreOS: Restore: await_update_usbc;0.0147;
RestoreOS: Restore: update_ace3;11.23;
RestoreOS: Restore: update_usbcretimer;103.2686;
RestoreOS: Restore: update_PFX;0.0704;
RestoreOS: Restore: update_PS190;78.22329999999999;
RestoreOS: Restore: await_update_stockholm;0.0112;
RestoreOS: Restore: await_update_rose;0.0135;
RestoreOS: Restore: await_update_se;0.0094;
RestoreOS: Restore: await_update_update_veridian;0.0133;
RestoreOS: Restore: update_device_firmware;0.0368;
RestoreOS: Restore: certify_yonkers;0.008999999999999999;
RestoreOS: Restore: aru_pre_seal_tasks;0.0276;
RestoreOS: Restore: dotara_lock;0.0061;
RestoreOS: Restore: update_syscfg;5.7696;
RestoreOS: Restore: submit_provinfo;0.008500000000000001;
RestoreOS: Restore: verify_fdr_data;6.8598;
RestoreOS: Restore: update_rose_postseal;0.0741;
RestoreOS: Restore: stage_fdr_ean;0.0482;
RestoreOS: Restore: ensure_fdr_ean;0.0418;
RestoreOS: Restore: update_fdr_ean;1.025;
RestoreOS: Restore: update_fillmore;0.0114;
RestoreOS: Restore: fdr_verify_sealed_manifest;0.0115;
RestoreOS: Restore: commit_sep_os;4.0934;
RestoreOS: Restore: run_sep_eeprom_test;22.8139;
RestoreOS: Restore: pair_stockholm;0.0075;
RestoreOS: Restore: verify_se_pairing;0.008699999999999999;
RestoreOS: Restore: await_system_image_invert_retry;1019.6726;
RestoreOS: Restore: create_protected_filesystems;5.6786;
RestoreOS: Restore: create_volume_group;0.039;
RestoreOS: Restore: reserve_overprov_space;0.009299999999999999;
RestoreOS: Restore: install_regulatory_images;0.9978;
RestoreOS: Restore: read_new_os_build_version;0.0196;
RestoreOS: Restore: install_splat;0.0241;
RestoreOS: Restore: install_root;0.0073;
RestoreOS: Restore: install_overlay_roots;0.1104;
RestoreOS: Restore: install_splat_overlay_roots;0.0147;
RestoreOS: Restore: install_regulatory_images_root;0.0142;
RestoreOS: Restore: install_update_volume_root;0.0114;
RestoreOS: Restore: restored_fixup_system;582.4754;
RestoreOS: Restore: write_ticket;0.0368;
RestoreOS: Restore: fixup_var;0.827;
RestoreOS: Restore: create_partition_mountpoints;0.0241;
RestoreOS: Restore: factory_restore_marker;0.0116;
RestoreOS: Restore: factory_ucrt;6.1579;
RestoreOS: Restore: factory_mac_check_flag;0.012;
RestoreOS: Restore: aru_post_seal_tasks;0.021;
RestoreOS: Restore: factory_sad_config;0.0116;
RestoreOS: Restore: create_production_ucrt;0.0118;
RestoreOS: Restore: create_production_dcrt;0.0102;
RestoreOS: Restore: store_device_time;0.0199;
RestoreOS: Restore: attest_restore;37.4072;
RestoreOS: Restore: set_one_time_boot_command;0.0127;
RestoreOS: Restore: set_nvram_variables;0.0282;
RestoreOS: Restore: persistent_boot_args;0.0182;
RestoreOS: Restore: set_tdm;0.0078;
RestoreOS: Restore: unprovision_mesa;0.0365;
RestoreOS: Restore: fsck_recovery_volume;1.3049;
RestoreOS: Restore: mount_recovery_os_filesystem;0.6749000000000001;
RestoreOS: Restore: macos_populate_system_recovery_os;178.1315;
RestoreOS: Restore: restored_install_system_recovery_basesystem_roots;0.0101;
RestoreOS: Restore: preserve_source_boot_objects;33.6357;
RestoreOS: Restore: macos_create_recovery_local_policy;0.9972;
RestoreOS: Restore: generate_default_local_policy;1.8058;
RestoreOS: Restore: populate_preboot_volume;4.6473;
RestoreOS: Restore: populate_isc_preboot_volume;0.7518;
RestoreOS: Restore: populate_paired_recovery_volume;124.4506;
RestoreOS: Restore: install_paired_recovery_basesystem_roots;0.0101;
RestoreOS: Restore: bless_system_volume;18.3018;
RestoreOS: Restore: boot_global_signed_centauri;0.0114;
RestoreOS: Restore: set_boot_command;0.0083;
RestoreOS: Restore: set_bootable;0.0141;
RestoreOS: Restore: seal_system_volume;79.4336;
RestoreOS: Restore: create_system_snapshot;3.7442;
RestoreOS: Restore: install_exclaveos_overlay_roots;0.0155;
RestoreOS: Restore: adjust_recovery_mode_output;0.0121;
RestoreOS: Restore: set_autoboot_delay;0.0334;
RestoreOS: Restore: dut_power_settings_handling;0.007;
RestoreOS: Restore: unmount_filesystems;0.07290000000000001;
RestoreOS: Restore: cleanup_boot_command;0.0153;
RestoreOS: Restore: cleanup_recovery_os_volume;0.007;
RestoreOS: Restore: cleanup_check_result;0.0067;
RestoreOS: Restore: cleanup_send_crash_logs;0.009599999999999999;
RestoreOS: Restore: cleanup_send_final_status;0.0588;
RestoreOS: Restore: cleanup_wait_status_received;0.0106;
RestoreOS: Restore: cleanup_write_restore_log;0.0068;
RestoreOS: Restore: cleanup_failure_warning;0.0066;
RestoreOS: Restore: cleanup_post_restore;0.0076;
RestoreOS: Restore: cleanup_release;0.0066;
RestoreOS: Restore: [ASYNC Task]  provision_mesa ;0.0139;
RestoreOS: Restore: [ASYNC Task]  restore_system_image ;1270.2344;
RestoreOS: Restore: [ASYNC Task]  update_veridian ;0.0202;
RestoreOS: Restore: [ASYNC Task]  update_stockholm ;0.5109;
RestoreOS: Restore: [ASYNC Task]  update_rose ;0.0237;
RestoreOS: Restore: [ASYNC Task]  update_tcon ;0.014;
RestoreOS: Restore: [ASYNC Task]  update_appletcon ;0.0265;
RestoreOS: Restore: [ASYNC Task]  update_orion ;0.0187;
RestoreOS: Restore: [ASYNC Task]  update_peppy ;0.0143;
RestoreOS: Restore: [ASYNC Task]  update_nitrogen ;0.0135;
RestoreOS: Restore: [ASYNC Task]  update_usbc ;0.0144;
RestoreOS: Restore: [ASYNC Task]  update_se ;3.1916;
